id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1402,database_public_cms,blogs.json::دليل شامل لتطوير تطبيقات الويب الحديثة,tags[1] | seo.keywords[1],برمجة,Programming,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1403,database_public_cms,blogs.json::دليل شامل لتطوير تطبيقات الويب الحديثة,tags[2] | seo.keywords[2],تقنيات,Technology,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1404,database_public_cms,blogs.json::دليل شامل لتطوير تطبيقات الويب الحديثة,seo.metaDescription,تعرف على أفضل الممارسات والتقنيات لتطوير تطبيقات ويب حديثة وقوية,"Learn the best practices and technologies for developing modern, powerful web applications",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1405,database_public_cms,blogs.json::دليل شامل لتطوير تطبيقات الويب الحديثة | blogs.json::كيفية تحسين أداء تطبيقات React,seo.keywords[3],أفضل الممارسات,Best Practices,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1406,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,title | seo.metaTitle,كيفية تحسين أداء تطبيقات React,How to Improve React Application Performance,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1407,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,content,"<h2>مقدمة</h2>
        <p>تحسين الأداء في تطبيقات React هو أمر حاسم لضمان تجربة مستخدم ممتازة. في هذا المقال، سنستعرض أهم التقنيات والأدوات لتحسين الأداء.</p>
        
        <h2>استخدام React.memo</h2>
        <p>React.memo يساعد في منع إعادة التصيير غير الضرورية للمكونات.</p>
        
        <h2>استخدام useMemo و useCallback</h2>
        <p>هذه الـ hooks تساعد في تحسين الأداء من خلال تقليل الحسابات والوظائف المعاد إنشاؤها.</p>","<h2>Introduction</h2>
        <p>Performance optimization in React applications is essential for delivering an excellent user experience. In this article, we review the most important techniques and tools for improving performance.</p>
        
        <h2>Using React.memo</h2>
        <p>React.memo helps prevent unnecessary component re-renders.</p>
        
        <h2>Using useMemo and useCallback</h2>
        <p>These hooks help improve performance by reducing repeated calculations and recreated functions.</p>",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1408,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,excerpt,تعلم كيفية تحسين أداء تطبيقات React باستخدام أفضل التقنيات والأدوات المتاحة,Learn how to improve React application performance using the best available techniques and tools,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1409,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,tags[1] | seo.keywords[1],الأداء,Performance,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1410,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,tags[2] | seo.keywords[2],تحسين,Optimization,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1411,database_public_cms,blogs.json::كيفية تحسين أداء تطبيقات React,seo.metaDescription,دليل شامل لتحسين أداء تطبيقات React باستخدام أفضل الممارسات,A comprehensive guide to improving React application performance using best practices,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1412,database_public_cms,blogs.json::مقدمة إلى NestJS: إطار عمل قوي لـ Node.js,title | seo.metaTitle,مقدمة إلى NestJS: إطار عمل قوي لـ Node.js,Introduction to NestJS: A Powerful Node.js Framework,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1413,database_public_cms,blogs.json::مقدمة إلى NestJS: إطار عمل قوي لـ Node.js,content,"<h2>ما هو NestJS؟</h2>
        <p>NestJS هو إطار عمل Node.js قوي وقابل للتوسع يستخدم TypeScript. يوفر بنية منظمة وواضحة لبناء تطبيقات خادم قوية.</p>
        
        <h2>المميزات الرئيسية</h2>
        <ul>
          <li>دعم TypeScript بشكل كامل</li>
          <li>بنية معيارية قوية</li>
          <li>دعم Dependency Injection</li>
          <li>تكامل سهل مع قواعد البيانات</li>
        </ul>","<h2>What is NestJS?</h2>
        <p>NestJS is a powerful, scalable Node.js framework that uses TypeScript. It provides a clear, structured architecture for building robust server applications.</p>
        
        <h2>Key Features</h2>
        <ul>
          <li>Full TypeScript support</li>
          <li>Powerful modular architecture</li>
          <li>Dependency Injection support</li>
          <li>Easy database integration</li>
        </ul>",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1414,database_public_cms,blogs.json::مقدمة إلى NestJS: إطار عمل قوي لـ Node.js,excerpt,تعرف على NestJS، إطار عمل Node.js القوي الذي يساعدك في بناء تطبيقات خادم احترافية,"Learn about NestJS, the powerful Node.js framework that helps you build professional server applications",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
